Payment.Method,Railcard,Ticket.Class,Ticket.Type,Price,Departure.Station,Arrival.Station,Departure,Scheduled.Arrival,Actual.Arrival,Journey.Status,Reason.for.Delay,Refund.Request,Row_ID,MediumPrice
Debit Card,Adult,Standard,Off-Peak,11,Birmingham New Street,Manchester Piccadilly,2024-01-06 11:15:00,2024-01-06 12:35:00,2024-01-06 13:12,Delayed,Technical Issue,1,1269,1
Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-01-06 16:00:00,2024-01-06 16:30:00,,Cancelled,Weather,0,1299,0
Debit Card,Senior,Standard,Advance,50,Liverpool Lime Street,London Euston,2024-01-07 09:30:00,2024-01-07 11:45:00,2024-01-07 12:04,Delayed,Traffic,1,1303,0
Debit Card,Adult,Standard,Off-Peak,84,Manchester Piccadilly,London Euston,2024-01-06 17:30:00,2024-01-06 19:20:00,2024-01-06 19:49,Delayed,Technical Issue,1,1324,0
Credit Card,Adult,First Class,Off-Peak,10,Liverpool Lime Street,Manchester Piccadilly,2024-01-06 18:30:00,2024-01-06 19:00:00,,Cancelled,Staff-Related,1,1326,0
Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-07 17:00:00,2024-01-07 18:20:00,,Cancelled,Signal Failure,1,1352,0
Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-07 17:00:00,2024-01-07 18:20:00,,Cancelled,Signal Failure,0,1353,0
Contactless,Disabled,Standard,Advance,8,London Paddington,Reading,2024-01-07 17:15:00,2024-01-07 18:15:00,,Cancelled,Weather,0,1359,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-07 17:45:00,2024-01-07 18:15:00,2024-01-07 19:20,Delayed,Staff-Related,0,1369,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-07 17:45:00,2024-01-07 18:15:00,2024-01-07 19:20,Delayed,Staff-Related,0,1370,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-07 17:45:00,2024-01-07 18:15:00,2024-01-07 19:20,Delayed,Staff-Related,0,1373,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-07 17:45:00,2024-01-07 18:15:00,2024-01-07 19:20,Delayed,Staff-Related,0,1374,0
Credit Card,None,Standard,Advance,37,London Euston,York,2024-01-07 00:00:00,2024-01-07 01:50:00,2024-01-07 02:02,Delayed,Signal Failure,0,1404,0
Credit Card,None,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-01-07 03:30:00,2024-01-07 05:20:00,2024-01-07 06:08,Delayed,Weather,0,1432,0
Debit Card,Senior,Standard,Off-Peak,13,London Paddington,Reading,2024-01-07 06:15:00,2024-01-07 07:15:00,,Cancelled,Staff-Related,0,1452,1
Credit Card,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-01-07 06:30:00,2024-01-07 07:50:00,,Cancelled,Signal Failure,1,1458,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-01-07 08:00:00,2024-01-07 10:15:00,2024-01-07 11:11,Delayed,Weather,0,1472,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-01-07 08:00:00,2024-01-07 10:15:00,2024-01-07 11:11,Delayed,Weather,0,1473,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-01-07 08:00:00,2024-01-07 10:15:00,2024-01-07 11:11,Delayed,Weather,0,1474,0
Contactless,Adult,Standard,Off-Peak,12,Manchester Piccadilly,Nottingham,2024-01-07 09:00:00,2024-01-07 10:00:00,2024-01-07 11:17,Delayed,Signal Failure,0,1486,1
Credit Card,None,Standard,Advance,72,London Euston,Manchester Piccadilly,2024-01-08 06:30:00,2024-01-08 08:20:00,,Cancelled,Staff-Related,0,1494,0
Debit Card,None,Standard,Advance,72,London Euston,Manchester Piccadilly,2024-01-08 06:30:00,2024-01-08 08:20:00,,Cancelled,Staff-Related,0,1501,0
Credit Card,None,Standard,Advance,73,London Paddington,Manchester Piccadilly,2024-01-08 07:30:00,2024-01-08 09:45:00,,Cancelled,Signal Failure,0,1515,0
Credit Card,None,Standard,Advance,73,London Paddington,Manchester Piccadilly,2024-01-08 07:30:00,2024-01-08 09:45:00,,Cancelled,Signal Failure,0,1517,0
Credit Card,None,Standard,Advance,3,London Paddington,London Waterloo,2024-01-08 07:30:00,2024-01-08 09:00:00,,Cancelled,Staff-Related,0,1525,0
Credit Card,None,Standard,Advance,21,Birmingham New Street,London Euston,2024-01-08 08:00:00,2024-01-08 09:20:00,2024-01-08 09:51,Delayed,Weather,0,1527,1
Credit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-07 11:15:00,2024-01-07 11:45:00,2024-01-07 11:54,Delayed,Technical Issue,0,1531,0
Debit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-07 11:15:00,2024-01-07 11:45:00,2024-01-07 11:54,Delayed,Technical Issue,1,1537,0
Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-01-08 11:00:00,2024-01-08 12:20:00,,Cancelled,Signal Failure,1,1554,0
Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-01-08 11:00:00,2024-01-08 12:20:00,,Cancelled,Signal Failure,0,1556,0
Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-08 11:00:00,2024-01-08 11:30:00,2024-01-08 12:02,Delayed,Staff-Related,0,1557,0
Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-01-07 15:45:00,2024-01-07 17:35:00,,Cancelled,Traffic,0,1569,0
Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-01-07 15:45:00,2024-01-07 17:35:00,,Cancelled,Traffic,0,1571,0
Contactless,Disabled,Standard,Off-Peak,13,London Paddington,Reading,2024-01-07 17:15:00,2024-01-07 18:15:00,,Cancelled,Weather,0,1591,1
Debit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-01-08 15:30:00,2024-01-08 17:20:00,2024-01-08 17:44,Delayed,Staff-Related,1,1592,0
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-01-07 17:45:00,2024-01-07 18:15:00,2024-01-07 19:20,Delayed,Staff-Related,0,1594,0
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-01-07 17:45:00,2024-01-07 18:15:00,2024-01-07 19:20,Delayed,Staff-Related,0,1595,0
Credit Card,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-01-07 20:00:00,2024-01-07 21:20:00,,Cancelled,Staff-Related,1,1630,0
Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-01-07 20:00:00,2024-01-07 21:20:00,,Cancelled,Staff-Related,0,1632,0
Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-01-08 17:45:00,2024-01-08 19:35:00,2024-01-08 19:48,Delayed,Signal Failure,1,1643,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-08 17:45:00,2024-01-08 18:15:00,2024-01-08 19:05,Delayed,Signal Failure,0,1644,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-08 17:45:00,2024-01-08 18:15:00,2024-01-08 19:05,Delayed,Signal Failure,0,1646,0
Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-01-08 17:45:00,2024-01-08 19:35:00,2024-01-08 19:48,Delayed,Signal Failure,0,1660,0
Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-09 00:30:00,2024-01-09 01:00:00,,Cancelled,Weather,0,1706,0
Credit Card,None,Standard,Off-Peak,11,York,Durham,2024-01-08 03:30:00,2024-01-08 04:20:00,2024-01-08 05:12,Delayed,Weather,0,1707,1
Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-09 00:30:00,2024-01-09 01:00:00,,Cancelled,Weather,1,1709,0
Credit Card,Adult,Standard,Advance,51,Liverpool Lime Street,London Paddington,2024-01-09 03:00:00,2024-01-09 05:30:00,2024-01-09 06:23,Delayed,Staff-Related,1,1729,0
Credit Card,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2024-01-08 06:45:00,2024-01-08 07:15:00,,Cancelled,Staff-Related,0,1739,0
Credit Card,None,Standard,Anytime,6,London Paddington,London Waterloo,2024-01-08 07:30:00,2024-01-08 09:00:00,,Cancelled,Staff-Related,0,1744,0
Credit Card,None,Standard,Anytime,6,London Paddington,London Waterloo,2024-01-08 07:30:00,2024-01-08 09:00:00,,Cancelled,Staff-Related,0,1746,0
Credit Card,None,Standard,Anytime,6,London Paddington,London Waterloo,2024-01-08 07:30:00,2024-01-08 09:00:00,,Cancelled,Staff-Related,1,1748,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-08 08:00:00,2024-01-08 10:15:00,2024-01-08 10:26,Delayed,Staff-Related,0,1754,0
Credit Card,None,Standard,Anytime,168,Manchester Piccadilly,London Euston,2024-01-08 08:00:00,2024-01-08 09:50:00,2024-01-08 10:30,Delayed,Weather,0,1755,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-08 08:00:00,2024-01-08 10:15:00,2024-01-08 10:26,Delayed,Staff-Related,0,1756,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-08 08:00:00,2024-01-08 10:15:00,2024-01-08 10:26,Delayed,Staff-Related,0,1759,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-08 08:00:00,2024-01-08 10:15:00,2024-01-08 10:26,Delayed,Staff-Related,0,1760,0
Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-09 05:15:00,2024-01-09 06:35:00,,Cancelled,Weather,1,1764,0
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-01-09 07:45:00,2024-01-09 08:45:00,,Cancelled,Staff-Related,0,1786,1
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-01-09 07:45:00,2024-01-09 08:45:00,,Cancelled,Staff-Related,1,1787,1
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-01-09 07:45:00,2024-01-09 08:45:00,,Cancelled,Staff-Related,0,1789,1
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-01-09 07:45:00,2024-01-09 08:45:00,,Cancelled,Staff-Related,0,1790,1
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-01-09 07:45:00,2024-01-09 08:45:00,,Cancelled,Staff-Related,0,1793,1
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-01-09 07:45:00,2024-01-09 08:45:00,,Cancelled,Staff-Related,0,1795,1
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-09 08:00:00,2024-01-09 10:15:00,2024-01-09 10:47,Delayed,Technical Issue,0,1807,0
Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-01-08 11:00:00,2024-01-08 12:20:00,2024-01-08 12:41,Delayed,Staff-Related,0,1809,0
Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-08 11:00:00,2024-01-08 12:20:00,,Cancelled,Signal Failure,0,1811,1
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-09 08:00:00,2024-01-09 10:15:00,2024-01-09 10:47,Delayed,Technical Issue,0,1813,0
Debit Card,None,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-01-08 15:30:00,2024-01-08 17:20:00,2024-01-08 17:44,Delayed,Staff-Related,1,1870,0
Contactless,None,Standard,Anytime,70,London Kings Cross,York,2024-01-08 17:45:00,2024-01-08 19:35:00,2024-01-08 19:48,Delayed,Signal Failure,0,1875,0
Contactless,None,Standard,Anytime,70,London Kings Cross,York,2024-01-08 17:45:00,2024-01-08 19:35:00,2024-01-08 19:48,Delayed,Signal Failure,0,1876,0
Contactless,None,Standard,Anytime,70,London Kings Cross,York,2024-01-08 17:45:00,2024-01-08 19:35:00,2024-01-08 19:48,Delayed,Signal Failure,0,1877,0
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-08 17:45:00,2024-01-08 18:15:00,2024-01-08 19:05,Delayed,Signal Failure,0,1882,0
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-08 17:45:00,2024-01-08 18:15:00,2024-01-08 19:05,Delayed,Signal Failure,0,1883,0
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-08 17:45:00,2024-01-08 18:15:00,2024-01-08 19:05,Delayed,Signal Failure,0,1884,0
Credit Card,Senior,Standard,Anytime,47,London Kings Cross,York,2024-01-08 17:45:00,2024-01-08 19:35:00,2024-01-08 19:48,Delayed,Signal Failure,0,1885,0
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-08 17:45:00,2024-01-08 18:15:00,2024-01-08 19:05,Delayed,Signal Failure,0,1886,0
Debit Card,Adult,Standard,Anytime,101,Liverpool Lime Street,London Euston,2024-01-08 17:30:00,2024-01-08 19:45:00,2024-01-08 19:53,Delayed,Technical Issue,1,1891,0
Debit Card,Adult,First Class,Advance,78,Liverpool Lime Street,London Euston,2024-01-09 17:30:00,2024-01-09 19:45:00,2024-01-09 20:14,Delayed,Technical Issue,1,1908,0
Credit Card,None,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-01-09 03:30:00,2024-01-09 05:20:00,2024-01-09 05:35,Delayed,Weather,0,1992,0
Contactless,Disabled,Standard,Off-Peak,13,London Paddington,Reading,2024-01-09 05:30:00,2024-01-09 06:30:00,2024-01-09 07:20,Delayed,Staff-Related,0,2003,1
Credit Card,None,First Class,Anytime,235,Liverpool Lime Street,London Euston,2024-01-09 08:00:00,2024-01-09 10:15:00,2024-01-09 10:47,Delayed,Technical Issue,0,2040,0
Credit Card,None,First Class,Anytime,267,Manchester Piccadilly,London Euston,2024-01-09 08:00:00,2024-01-09 09:50:00,2024-01-09 10:29,Delayed,Weather,0,2041,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-09 08:00:00,2024-01-09 10:15:00,2024-01-09 10:47,Delayed,Technical Issue,0,2044,0
Credit Card,None,First Class,Anytime,235,Liverpool Lime Street,London Euston,2024-01-09 08:00:00,2024-01-09 10:15:00,2024-01-09 10:47,Delayed,Technical Issue,0,2045,0
Contactless,Disabled,Standard,Advance,8,London Paddington,Reading,2024-01-10 05:30:00,2024-01-10 06:30:00,2024-01-10 07:05,Delayed,Staff-Related,0,2053,0
Credit Card,None,Standard,Anytime,25,London Paddington,Reading,2024-01-09 07:45:00,2024-01-09 08:45:00,,Cancelled,Staff-Related,0,2057,1
Credit Card,None,Standard,Anytime,25,London Paddington,Reading,2024-01-09 07:45:00,2024-01-09 08:45:00,,Cancelled,Staff-Related,0,2059,1
Contactless,Adult,Standard,Off-Peak,10,Manchester Piccadilly,Leeds,2024-01-09 09:00:00,2024-01-09 09:45:00,2024-01-09 12:03,Delayed,Signal Failure,0,2062,0
Credit Card,Disabled,Standard,Advance,7,York,Wakefield,2024-01-10 07:30:00,2024-01-10 07:55:00,2024-01-10 08:09,Delayed,Staff-Related,0,2079,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-10 08:00:00,2024-01-10 10:15:00,,Cancelled,Staff-Related,0,2086,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-10 08:00:00,2024-01-10 10:15:00,,Cancelled,Staff-Related,0,2087,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-10 08:00:00,2024-01-10 10:15:00,,Cancelled,Staff-Related,0,2088,0
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-01-10 08:00:00,2024-01-10 09:50:00,2024-01-10 10:24,Delayed,Weather,0,2090,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-10 08:00:00,2024-01-10 10:15:00,,Cancelled,Staff-Related,0,2091,0
Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-01-09 11:00:00,2024-01-09 11:30:00,2024-01-09 14:05,Delayed,Staff-Related,0,2093,0
Credit Card,None,First Class,Advance,118,Liverpool Lime Street,London Euston,2024-01-10 08:00:00,2024-01-10 10:15:00,,Cancelled,Staff-Related,0,2094,0
Contactless,Adult,Standard,Advance,6,Manchester Piccadilly,Leeds,2024-01-10 09:00:00,2024-01-10 09:45:00,2024-01-10 12:32,Delayed,Signal Failure,0,2101,0
Debit Card,Adult,First Class,Off-Peak,29,Birmingham New Street,Manchester Piccadilly,2024-01-09 11:15:00,2024-01-09 12:35:00,2024-01-09 12:54,Delayed,Technical Issue,1,2102,1
Debit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-01-10 11:15:00,2024-01-10 11:45:00,2024-01-10 12:24,Delayed,Technical Issue,1,2115,0
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-01-10 14:45:00,2024-01-10 15:45:00,,Cancelled,Traffic,0,2142,1
Debit Card,Adult,Standard,Advance,50,Liverpool Lime Street,London Euston,2024-01-10 17:30:00,2024-01-10 19:45:00,2024-01-10 20:06,Delayed,Technical Issue,1,2171,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-10 17:45:00,2024-01-10 18:15:00,2024-01-10 19:17,Delayed,Weather,0,2191,0
Credit Card,None,Standard,Advance,12,Manchester Piccadilly,Nottingham,2024-01-11 02:00:00,2024-01-11 03:00:00,,Cancelled,Weather,0,2254,1
Debit Card,Senior,Standard,Off-Peak,76,Liverpool Lime Street,London Euston,2024-01-10 09:30:00,2024-01-10 11:45:00,2024-01-10 12:02,Delayed,Traffic,1,2257,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-10 08:00:00,2024-01-10 10:15:00,,Cancelled,Staff-Related,0,2294,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-10 08:00:00,2024-01-10 10:15:00,,Cancelled,Staff-Related,1,2295,0
Contactless,Adult,Standard,Off-Peak,10,Manchester Piccadilly,Leeds,2024-01-10 09:00:00,2024-01-10 09:45:00,2024-01-10 12:32,Delayed,Signal Failure,0,2307,0
Debit Card,Adult,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-10 09:15:00,2024-01-10 09:45:00,2024-01-10 09:50,Delayed,Weather,0,2312,0
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-01-11 07:00:00,2024-01-11 08:00:00,,Cancelled,Traffic,0,2334,1
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-11 08:00:00,2024-01-11 10:15:00,2024-01-11 11:07,Delayed,Weather,0,2341,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-11 08:00:00,2024-01-11 10:15:00,2024-01-11 11:07,Delayed,Weather,0,2342,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-11 08:00:00,2024-01-11 10:15:00,2024-01-11 11:07,Delayed,Weather,0,2344,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-11 08:00:00,2024-01-11 10:15:00,2024-01-11 11:07,Delayed,Weather,0,2346,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-11 08:00:00,2024-01-11 10:15:00,2024-01-11 11:07,Delayed,Weather,0,2347,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-11 08:00:00,2024-01-11 10:15:00,2024-01-11 11:07,Delayed,Weather,0,2349,0
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-01-10 11:15:00,2024-01-10 11:45:00,,Cancelled,Signal Failure,1,2351,0
Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-01-10 11:15:00,2024-01-10 11:45:00,,Cancelled,Signal Failure,0,2353,0
Contactless,Adult,First Class,Advance,10,Manchester Piccadilly,Leeds,2024-01-11 09:00:00,2024-01-11 09:45:00,2024-01-11 12:08,Delayed,Signal Failure,0,2362,0
Debit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-10 11:15:00,2024-01-10 11:45:00,2024-01-10 12:24,Delayed,Technical Issue,1,2363,0
Debit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-10 11:15:00,2024-01-10 11:45:00,2024-01-10 12:24,Delayed,Technical Issue,1,2364,0
Debit Card,None,Standard,Off-Peak,43,Edinburgh Waverley,London Kings Cross,2024-01-10 15:30:00,2024-01-10 19:50:00,2024-01-10 20:11,Delayed,Staff-Related,1,2404,0
Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-01-11 13:30:00,2024-01-11 14:30:00,,Cancelled,Signal Failure,0,2406,1
Credit Card,Senior,First Class,Advance,34,Oxford,Bristol Temple Meads,2024-01-11 14:15:00,2024-01-11 15:30:00,2024-01-11 15:43,Delayed,Signal Failure,1,2411,0
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-10 17:45:00,2024-01-10 18:15:00,2024-01-10 19:17,Delayed,Weather,0,2416,0
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-10 17:45:00,2024-01-10 18:15:00,2024-01-10 19:17,Delayed,Weather,0,2417,0
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-10 17:45:00,2024-01-10 18:15:00,2024-01-10 19:17,Delayed,Weather,0,2418,0
Credit Card,None,First Class,Anytime,19,Manchester Piccadilly,Liverpool Lime Street,2024-01-10 17:45:00,2024-01-10 18:15:00,2024-01-10 19:17,Delayed,Weather,0,2419,1
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-10 17:45:00,2024-01-10 18:15:00,2024-01-10 19:17,Delayed,Weather,0,2420,0
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-01-11 15:15:00,2024-01-11 16:35:00,,Cancelled,Signal Failure,1,2424,0
Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-01-11 16:00:00,2024-01-11 17:20:00,2024-01-11 18:01,Delayed,Signal Failure,0,2437,0
Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-01-11 16:00:00,2024-01-11 17:20:00,2024-01-11 18:01,Delayed,Signal Failure,0,2438,0
Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-01-11 16:00:00,2024-01-11 17:20:00,2024-01-11 18:01,Delayed,Signal Failure,0,2439,0
